source,source_domain,target,target_domain,timestamp
https://www.epa.gov/,epa.gov,/web/20250202003837/http://www.epa.gov/alerts,epa.gov,20250201
https://www.epa.gov/,epa.gov,/web/20250202003837/http://www.epa.gov/,epa.gov,20250201
https://www.epa.gov/,epa.gov,/web/20250202003837/http://www.epa.gov/environmental-topics,epa.gov,20250201
https://www.epa.gov/,epa.gov,/web/20250202003837/http://www.epa.gov/environmental-topics/air-topics,epa.gov,20250201
https://www.epa.gov/,epa.gov,/web/20250202003837/http://www.epa.gov/bedbugs,epa.gov,20250201
https://www.epa.gov/,epa.gov,/web/20250202003837/http://www.epa.gov/environmental-topics/epa-efforts-reduce-exposure-carcinogens-and-prevent-cancer,epa.gov,20250201
https://www.epa.gov/,epa.gov,/web/20250202003837/http://www.epa.gov/environmental-topics/chemicals-pesticides-and-toxics-topics,epa.gov,20250201
https://www.epa.gov/,epa.gov,/web/20250202003837/http://www.epa.gov/emergency-response,epa.gov,20250201
https://www.epa.gov/,epa.gov,/web/20250202003837/http://www.epa.gov/environmental-topics/environmental-information-by-location,epa.gov,20250201
https://www.epa.gov/,epa.gov,/web/20250202003837/http://www.epa.gov/environmental-topics/greener-living,epa.gov,20250201
https://www.epa.gov/,epa.gov,/web/20250202003837/http://www.epa.gov/environmental-topics/health-topics,epa.gov,20250201
https://www.epa.gov/,epa.gov,/web/20250202003837/http://www.epa.gov/environmental-topics/land-waste-and-cleanup-topics,epa.gov,20250201
https://www.epa.gov/,epa.gov,/web/20250202003837/http://www.epa.gov/lead,epa.gov,20250201
https://www.epa.gov/,epa.gov,/web/20250202003837/http://www.epa.gov/mold,epa.gov,20250201
https://www.epa.gov/,epa.gov,/web/20250202003837/http://www.epa.gov/radon,epa.gov,20250201
https://www.epa.gov/,epa.gov,/web/20250202003837/http://www.epa.gov/research,epa.gov,20250201
https://www.epa.gov/,epa.gov,/web/20250202003837/http://www.epa.gov/environmental-topics/science-topics,epa.gov,20250201
https://www.epa.gov/,epa.gov,/web/20250202003837/http://www.epa.gov/environmental-topics/water-topics,epa.gov,20250201
https://www.epa.gov/,epa.gov,/web/20250202003837/http://www.epa.gov/topics-epa-web,epa.gov,20250201
https://www.epa.gov/,epa.gov,/web/20250202003837/http://www.epa.gov/laws-regulations,epa.gov,20250201
https://www.epa.gov/,epa.gov,/web/20250202003837/http://www.epa.gov/regulatory-information-sector,epa.gov,20250201
https://www.epa.gov/,epa.gov,/web/20250202003837/http://www.epa.gov/regulatory-information-topic,epa.gov,20250201
https://www.epa.gov/,epa.gov,/web/20250202003837/http://www.epa.gov/compliance,epa.gov,20250201
https://www.epa.gov/,epa.gov,/web/20250202003837/http://www.epa.gov/enforcement,epa.gov,20250201
https://www.epa.gov/,epa.gov,/web/20250202003837/http://www.epa.gov/laws-regulations/laws-and-executive-orders,epa.gov,20250201
